mean_distance_a,relevance_score,hallucination_index,vector_distances,vector_scores,bm25_scores,vector_reranked_scores,bm25_reranked_scores
148.275,56.0,29.0,"[93.505, 98.903, 129.725, 133.544, 148.663, 169.804, 184.843, 227.213]","[0.737, 0.719, 0.618, 0.606, 0.556, 0.486, 0.437, 0.298]","[4.302, 2.991, 2.702]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
125.095,63.0,26.0,"[90.797, 95.578, 118.549, 157.359, 163.193]","[0.746, 0.73, 0.655, 0.527, 0.508]","[2.374, 1.041, 0.588]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
141.029,58.0,19.0,"[62.786, 116.407, 128.907, 157.093, 177.036, 203.946]","[0.838, 0.662, 0.621, 0.528, 0.463, 0.374]","[2.419, 0.893]","[['entailment'], ['neutral'], ['contradiction'], ['contradiction'], ['entailment'], ['neutral']]","[['entailment'], ['neutral']]"
124.686,63.0,17.0,"[89.838, 100.079, 184.142]","[0.749, 0.715, 0.439]","[1.382]","[['neutral'], ['contradiction'], ['neutral']]","[['neutral']]"
109.173,69.0,7.0,"[64.192, 88.964, 94.003, 106.811, 121.72, 126.41, 129.107, 142.179]","[0.833, 0.752, 0.735, 0.693, 0.644, 0.629, 0.62, 0.577]","[3.228, 2.753]","[['neutral'], ['entailment'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
158.092,52.0,43.0,"[119.149, 123.119, 133.255, 141.217, 149.32, 164.601, 168.915, 173.61, 183.085, 186.889, 195.848]","[0.653, 0.64, 0.606, 0.58, 0.554, 0.503, 0.489, 0.474, 0.443, 0.43, 0.401]","[2.264, 1.468, 0.941]","[['entailment'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['entailment'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
165.131,50.0,41.0,"[109.027, 138.005, 143.17, 179.958, 192.942, 227.683]","[0.686, 0.591, 0.574, 0.453, 0.41, 0.296]","[2.124, 1.062]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
188.227,43.0,45.0,"[150.671, 157.864, 166.187, 176.097, 181.476, 187.375, 193.373, 207.631, 273.368]","[0.549, 0.526, 0.498, 0.466, 0.448, 0.429, 0.409, 0.362, 0.146]","[0.781, 0.761, 0.442]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
156.271,53.0,29.0,"[112.447, 116.103, 120.892, 143.29, 158.905, 184.579, 206.623, 207.332]","[0.675, 0.663, 0.647, 0.574, 0.522, 0.438, 0.365, 0.363]","[0.988]","[['neutral'], ['entailment'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['entailment']]"
172.151,48.0,38.0,"[155.262, 156.116, 156.334, 158.768, 159.132, 159.194, 175.107, 184.113, 187.01, 193.886, 208.741]","[0.534, 0.531, 0.531, 0.523, 0.521, 0.521, 0.469, 0.439, 0.43, 0.407, 0.358]","[1.069, 0.727]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
n/a,n/a,n/a
198.156,39.0,47.0,"[132.834, 137.592, 154.682, 200.058, 203.116, 203.432, 208.771, 212.872, 213.353, 214.499, 216.885, 218.981, 228.439, 228.665]","[0.608, 0.592, 0.536, 0.387, 0.377, 0.376, 0.358, 0.345, 0.343, 0.34, 0.332, 0.325, 0.294, 0.293]","[4.803, 0.475]","[['neutral'], ['contradiction'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['contradiction'], ['contradiction']]","[['neutral'], ['contradiction']]"
128.445,62.0,17.0,"[59.806, 76.903, 118.802, 121.345, 125.775, 128.426, 135.452, 143.207, 153.831, 155.096, 159.734, 162.96]","[0.848, 0.792, 0.654, 0.646, 0.631, 0.622, 0.599, 0.574, 0.539, 0.535, 0.519, 0.509]","[2.349, 1.352, 0.879]","[['neutral'], ['neutral'], ['neutral'], ['entailment'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
128.505,62.0,18.0,"[99.003, 99.481, 121.686, 129.288, 136.251, 140.9, 172.927]","[0.719, 0.717, 0.644, 0.62, 0.597, 0.581, 0.476]","[4.037, 1.44]","[['contradiction'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
312.897,2.0,70.0,"[243.096, 261.435, 261.541, 268.694, 277.133, 297.786, 305.181, 325.078, 327.522, 343.895, 344.432, 346.969, 347.698, 366.702, 376.292]","[0.246, 0.185, 0.185, 0.161, 0.134, 0.066, 0.042, -0.024, -0.032, -0.086, -0.087, -0.096, -0.098, -0.161, -0.192]","[0.815, 0.715, 0.289]","[['neutral'], ['neutral'], ['contradiction'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['contradiction'], ['neutral'], ['neutral']]","[['contradiction'], ['neutral'], ['neutral']]"
108.673,69.0,13.0,"[74.726, 94.919, 156.373]","[0.799, 0.732, 0.531]","[1.019]","[['neutral'], ['contradiction'], ['neutral']]","[['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
216.537,33.0,47.0,"[143.69, 184.965, 203.416, 218.66, 219.77, 221.661, 248.815, 252.193, 255.66]","[0.572, 0.437, 0.376, 0.326, 0.322, 0.316, 0.227, 0.216, 0.204]","[0.865, 0.84]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
